"activityLabel","chebiID"
"(+)-Tetrandrine","CHEBI_49"
"Tetrandrine","CHEBI_49"
"Thalmine","CHEBI_9514"
"Trilobine","CHEBI_9723"
"Annotine","CHEBI_2743"
"Cassinine","CHEBI_3457"
"Gentianadine","CHEBI_5314"
"Rhexifoline","CHEBI_8826"
"Aralionine A","CHEBI_2801"
"Zizyphine A","CHEBI_10121"
"(+)-Ammodendrine;(+)-Spherocarpine","CHEBI_2670"
"(+)-Ammodendrine","CHEBI_2670"
"(+)-Spherocarpine","CHEBI_2670"
"Codonopsine","CHEBI_3805"
"gamma-Coniceine","CHEBI_10561"
"Gerrardine","CHEBI_5339"
"Juliflorine","CHEBI_6092"
"Nigrifactin","CHEBI_7571"
"Pseudoconhydrine","CHEBI_8603"
"Ricinine","CHEBI_18043"
"Heliotrine","CHEBI_5643"
"Indicine","CHEBI_5897"
"Isatidine","CHEBI_5977"
"Lasiocarpine","CHEBI_6382"
"Lycopsamine","CHEBI_6598"
"Otonecine","CHEBI_7804"
"Phalaenopsine T","CHEBI_8039"
"Sarracine","CHEBI_9037"
"Senecionine","CHEBI_9107"
"Supinine","CHEBI_9361"
"Arborinine","CHEBI_2804"
"Maculosidine","CHEBI_6630"
"Pteleatine","CHEBI_8625"
"Ribalinium","CHEBI_8839"
"Veprisinium","CHEBI_9946"
"Aloperine","CHEBI_2609"
"Aphylline","CHEBI_2767"
"13-Hydroxylupanine;(+)-13-Hydroxylupanine;(+)-13alpha-Hydroxylupanine","CHEBI_18328"
"(+)-13-Hydroxylupanine","CHEBI_18328"
"(+)-13alpha-Hydroxylupanine","CHEBI_18328"
"13-Hydroxylupanine","CHEBI_18328"
"Lupanine;(+)-Lupanine","CHEBI_28193"
"(+)-Lupanine","CHEBI_28193"
"Lupanine","CHEBI_28193"
"(-)-Multiflorine;Multiflorine","CHEBI_7021"
"(-)-Multiflorine","CHEBI_7021"
"Multiflorine","CHEBI_7021"
"Spartein;(-)-Spartein","CHEBI_28827"
"(-)-Spartein","CHEBI_28827"
"Spartein","CHEBI_28827"
"Demissine","CHEBI_4399"
"Funtumine","CHEBI_5193"
"Solasonine","CHEBI_9191"
"Terminaline","CHEBI_9455"
"Atropine","CHEBI_78734"
"Calystegin B2;Calystegine B2","CHEBI_3337"
"Calystegin B2","CHEBI_3337"
"Calystegine B2","CHEBI_3337"
"Alchornine","CHEBI_2552"
"Cichorine","CHEBI_64977"
"Pithecolobine","CHEBI_8253"
"Porritoxin","CHEBI_8339"
"Albafuran A","CHEBI_2543"
"Lithospermic acid;Lithosperminc acid","CHEBI_6505"
"Lithospermic acid","CHEBI_6505"
"Lithosperminc acid","CHEBI_6505"
"Sainfuran","CHEBI_8998"
"Usnic acid","CHEBI_122"
"8-(3,3-Dimethylallyl)spatheliachromene","CHEBI_2306"
"5-O-Methylvisamminol","CHEBI_2110"
"Ptaeroglycol","CHEBI_8624"
"Rubrofusarin","CHEBI_8908"
"Visnagin","CHEBI_10002"
"Alloimperatorin","CHEBI_2599"
"Archangelicin","CHEBI_2808"
"Calophyllolide","CHEBI_3328"
"Cichoriin","CHEBI_3693"
"Daphnetin","CHEBI_17313"
"Decursin","CHEBI_4353"
"Dicoumarol","CHEBI_4513"
"Fraxetin","CHEBI_5169"
"Imperatorin","CHEBI_5885"
"Libanorin","CHEBI_6450"
"Peucedanin","CHEBI_8034"
"Pimpinellin","CHEBI_8213"
"(-)-Acanthocarpan","CHEBI_73"
"Afrormosin;Afromosin;Castanin;7-Hydroxy-6,4'-dimethoxyisoflavone","CHEBI_2506"
"7-Hydroxy-6,4'-dimethoxyisoflavone","CHEBI_2506"
"Afromosin","CHEBI_2506"
"Afrormosin","CHEBI_2506"
"Castanin","CHEBI_2506"
"Biochanin A;Pratensol;Olmelin;Genistein 4'-methyl ether;5,7-Dihydroxy-4'-methoxyisoflavone","CHEBI_17574"
"5,7-Dihydroxy-4'-methoxyisoflavone","CHEBI_17574"
"Biochanin A","CHEBI_17574"
"Genistein 4'-methyl ether","CHEBI_17574"
"Olmelin","CHEBI_17574"
"Pratensol","CHEBI_17574"
"Cajanin;5,2',4'-Trihydroxy-7-methoxyisoflavone","CHEBI_70036"
"5,2',4'-Trihydroxy-7-methoxyisoflavone","CHEBI_70036"
"Cajanin","CHEBI_70036"
"Cajanol","CHEBI_70034"
"Formononetin;7-Hydroxy-4'-methoxyisoflavone","CHEBI_18088"
"7-Hydroxy-4'-methoxyisoflavone","CHEBI_18088"
"Formononetin","CHEBI_18088"
"Glabridin","CHEBI_5369"
"Kievitone","CHEBI_16832"
"Lotisoflavan;2',4'-Dihydroxy-5,7-dimethoxyisoflavan","CHEBI_6543"
"2',4'-Dihydroxy-5,7-dimethoxyisoflavan","CHEBI_6543"
"Lotisoflavan","CHEBI_6543"
"(-)-Maackiain;Maackiain;Inermin;Demethylpterocarpin;3-Hydroxy-8,9-methylenedioxypterocarpan","CHEBI_99"
"(-)-Maackiain","CHEBI_99"
"3-Hydroxy-8,9-methylenedioxypterocarpan","CHEBI_99"
"Demethylpterocarpin","CHEBI_99"
"Inermin","CHEBI_99"
"Maackiain","CHEBI_99"
"(-)-Mucronulatol","CHEBI_7014"
"Prunetin;Prunusetin;Padmakastein;5,4'-Dihydroxy-7-methoxyisoflavone","CHEBI_8600"
"5,4'-Dihydroxy-7-methoxyisoflavone","CHEBI_8600"
"Padmakastein","CHEBI_8600"
"Prunetin","CHEBI_8600"
"Prunusetin","CHEBI_8600"
"Sophoraisoflavanone A","CHEBI_27494"
"Sumatrol","CHEBI_9358"
"Tephrosin","CHEBI_9442"
"Vestitone;7,2'-Dihydroxy-4'-methoxyisoflavanone","CHEBI_16786"
"7,2'-Dihydroxy-4'-methoxyisoflavanone","CHEBI_16786"
"Vestitone","CHEBI_16786"
"Wighteone;Erythrinin B;5,7,4'-Trihydroxy-6-prenylisoflavone","CHEBI_10038"
"5,7,4'-Trihydroxy-6-prenylisoflavone","CHEBI_10038"
"Erythrinin B","CHEBI_10038"
"Wighteone","CHEBI_10038"
"Cleistanthin A","CHEBI_3737"
"Deoxygomisin A;Isokadsuranin","CHEBI_4410"
"Deoxygomisin A","CHEBI_4410"
"Isokadsuranin","CHEBI_4410"
"Anthricin;Silicicolin;Deoxypodophyllotoxin;(-)-Deoxypodophyllotoxin","CHEBI_4429"
"(-)-Deoxypodophyllotoxin","CHEBI_4429"
"Anthricin","CHEBI_4429"
"Deoxypodophyllotoxin","CHEBI_4429"
"Silicicolin","CHEBI_4429"
"Eucommin A","CHEBI_4914"
"Futoquinol","CHEBI_5203"
"Picropodophyllotoxin;(+)-Picropodophyllotoxin","CHEBI_75251"
"(+)-Picropodophyllotoxin","CHEBI_75251"
"Picropodophyllotoxin","CHEBI_75251"
"Podorhizol beta-D-glucoside","CHEBI_27901"
"Randainol","CHEBI_8775"
"Ginkgol","CHEBI_146"
"Gallic acid","CHEBI_30778"
"Geranylhydroquinone","CHEBI_24233"
"2-Hydroxymethylbenzoic acid","CHEBI_17637"
"4-Methylcatechol","CHEBI_17254"
"3,4-Dihydroxybenzoic acid;Protocatechuic acid","CHEBI_36062"
"3,4-Dihydroxybenzoic acid","CHEBI_36062"
"Protocatechuic acid","CHEBI_36062"
"Salicin;Saligenin beta-D-glucopyranoside","CHEBI_17814"
"Salicin","CHEBI_17814"
"Saligenin beta-D-glucopyranoside","CHEBI_17814"
"Sesamol","CHEBI_9126"
"Dronabinol","CHEBI_66964"
"Acetovanillone;Apocynin","CHEBI_2781"
"Acetovanillone","CHEBI_2781"
"Apocynin","CHEBI_2781"
"3',4'-Dihydroxyacetophenone","CHEBI_69446"
"Humulone","CHEBI_5769"
"Paeonolide","CHEBI_7891"
"Rottlerin","CHEBI_8899"
"Xanthoxylin","CHEBI_10070"
"Carpacin","CHEBI_3432"
"Dillapiole","CHEBI_70453"
"Methyleugenol;4-Allylveratrole;Eugenol methyl ether","CHEBI_4918"
"4-Allylveratrole","CHEBI_4918"
"Eugenol methyl ether","CHEBI_4918"
"Methyleugenol","CHEBI_4918"
"Hellicoside","CHEBI_5646"
"3,4-Dicaffeoylquinic acid;Isochlorogenic acid b","CHEBI_5995"
"3,4-Dicaffeoylquinic acid","CHEBI_5995"
"Isochlorogenic acid b","CHEBI_5995"
"[6]-Paradol","CHEBI_10137"
"Plantamajoside","CHEBI_8256"
"Sinapyl alcohol","CHEBI_64557"
"Aloe emodin;Rhabarberone","CHEBI_2607"
"Aloe emodin","CHEBI_2607"
"Rhabarberone","CHEBI_2607"
"Altersolanol A","CHEBI_2615"
"Arnebinone","CHEBI_2828"
"Cascaroside A","CHEBI_3446"
"Echinone","CHEBI_4748"
"Frangulin A","CHEBI_5167"
"Hibiscoquinone A","CHEBI_5715"
"beta-Lapachone","CHEBI_10429"
"1,3-Dihydroxy-2-methoxymethylanthraquinone;Lucidin omega-methyl ether","CHEBI_6555"
"1,3-Dihydroxy-2-methoxymethylanthraquinone","CHEBI_6555"
"Lucidin omega-methyl ether","CHEBI_6555"
"5-O-Methylembelin","CHEBI_65842"
"Physcion 8-gentiobioside","CHEBI_27598"
"Orchinol;2,4-Dimethoxy-7-hydroxy-9,10-dihydrophenanthrene","CHEBI_7779"
"2,4-Dimethoxy-7-hydroxy-9,10-dihydrophenanthrene","CHEBI_7779"
"Orchinol","CHEBI_7779"
"Chebulagic acid","CHEBI_3583"
"Epicatechin-(4beta->8)5-epicatechin","CHEBI_10150"
"ent-Fisetinidol-(4beta->8)-catechin-(6->4beta)-ent-fisetinidol","CHEBI_10550"
"Fucofuroeckol B","CHEBI_5180"
"Gambiriin C","CHEBI_5271"
"Isoterchebin","CHEBI_6065"
"Mahuannin D","CHEBI_6647"
"1,2,3,4,6-Penta-O-galloyl-beta-D-glucose;(+)-1,2,3,4,6-Penta-O-galloyl-beta-D-glucose;Pentagalloyl-beta-D-glucose","CHEBI_18082"
"(+)-1,2,3,4,6-Penta-O-galloyl-beta-D-glucose","CHEBI_18082"
"1,2,3,4,6-Penta-O-galloyl-beta-D-glucose","CHEBI_18082"
"Pentagalloyl-beta-D-glucose","CHEBI_18082"
"Gartanin","CHEBI_5279"
"Isoathyriol","CHEBI_5982"
"Jacareubin","CHEBI_6079"
"Aphloiol;Mangiferin;2-beta-D-Glucopyranosyl-1,3,6,7-tetrahydroxy xanthone","CHEBI_6682"
"Aphloiol","CHEBI_6682"
"Mangiferin","CHEBI_6682"
"2-beta-D-Glucopyranosyl-1,3,6,7-tetrahydroxy xanthone","CHEBI_6682"
"Arnebinol","CHEBI_2827"
"Dihydromethysticin","CHEBI_4573"
"Karwinskione","CHEBI_6115"
"Lapachenole","CHEBI_6376"
"Robustadial A","CHEBI_8880"
"Uncinatone","CHEBI_9861"
"Yangonin","CHEBI_10089"
"Ascaridole","CHEBI_2866"
"Borneol;(+/-)-Borneol","CHEBI_28093"
"(+/-)-Borneol","CHEBI_28093"
"Borneol","CHEBI_28093"
"4-Isopropyl benzaldehyde;Cuminaldehyde;Cuminyl aldehyde;Cumaldehyde","CHEBI_28671"
"4-Isopropyl benzaldehyde","CHEBI_28671"
"Cumaldehyde","CHEBI_28671"
"Cuminaldehyde","CHEBI_28671"
"Cuminyl aldehyde","CHEBI_28671"
"Evodone","CHEBI_4949"
"(R)-linalool;Linalool;(R)-(-)-3,7-Dimethyl-1,6-octadien-3-ol","CHEBI_28"
"(R)-linalool;Linalool;(R)-(-)-3,7-Dimethyl-1,6-octadien-3-ol","CHEBI_17580"
"(R)-(-)-3,7-Dimethyl-1,6-octadien-3-ol","CHEBI_28"
"(R)-(-)-3,7-Dimethyl-1,6-octadien-3-ol","CHEBI_17580"
"(R)-linalool","CHEBI_28"
"(R)-linalool","CHEBI_17580"
"Linalool","CHEBI_28"
"Linalool","CHEBI_17580"
"Pyrethrin II","CHEBI_27474"
"Thujone","CHEBI_9577"
"Boschnialactone","CHEBI_3158"
"Fulvoplumierin","CHEBI_5188"
"Loganin","CHEBI_15771"
"trans-cis-Nepetalactone","CHEBI_7519"
"Secologanin","CHEBI_18002"
"Valtrate;Valtratum","CHEBI_9928"
"Valtrate","CHEBI_9928"
"Valtratum","CHEBI_9928"
"Cornin;Verbenalin","CHEBI_9954"
"Cornin","CHEBI_9954"
"Verbenalin","CHEBI_9954"
"Copaene;(-)-alpha-Copaene;alpha-Copaene","CHEBI_10221"
"(-)-alpha-Copaene","CHEBI_10221"
"Copaene","CHEBI_10221"
"alpha-Copaene","CHEBI_10221"
"Drimenin","CHEBI_4715"
"Isohelenol","CHEBI_6019"
"Mexicanin E","CHEBI_6914"
"Microlenin","CHEBI_6928"
"Ingenol 3,20-dibenzoate;Ingenol-3,20-dibenzoate;(+)-Ingenol 3,20-dibenzoate","CHEBI_5923"
"(+)-Ingenol 3,20-dibenzoate","CHEBI_5923"
"Ingenol 3,20-dibenzoate","CHEBI_5923"
"Ingenol-3,20-dibenzoate","CHEBI_5923"
"Mancinellin","CHEBI_6679"
"Marrubiin","CHEBI_6696"
"Phytol;trans-Phytol","CHEBI_17327"
"Phytol","CHEBI_17327"
"trans-Phytol","CHEBI_17327"
"Aescin","CHEBI_2500"
"Glycyrrhetinic acid;Glycyrrhitinic acid","CHEBI_30853"
"Glycyrrhetinic acid","CHEBI_30853"
"Glycyrrhitinic acid","CHEBI_30853"
"Musennin","CHEBI_7036"
"Lupeol acetate","CHEBI_69744"
"Geraldone","CHEBI_5326"
"Ayanin;3,7,4'-Tri-O-methylquercetin;5,3'-Dihydroxy-3,7,4'-trimethoxyflavone;5-Hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,7-dimethoxy-4H-1-benzopyran-4-one","CHEBI_27825"
"3,7,4'-Tri-O-methylquercetin","CHEBI_27825"
"5,3'-Dihydroxy-3,7,4'-trimethoxyflavone","CHEBI_27825"
"Ayanin","CHEBI_27825"
"5-Hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,7-dimethoxy-4H-1-benzopyran-4-one","CHEBI_27825"
"Quercetagetin  ","CHEBI_8695"
"Axillarin;3,6-Dimethoxy-5,7,3',4'-tetrahydroxyflavone;Quercetagetin 3,6-dimethyl ether;2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-3,6-dimethoxy-4H-1-benzopyran-4-one","CHEBI_2941"
"3,6-Dimethoxy-5,7,3',4'-tetrahydroxyflavone","CHEBI_2941"
"Axillarin","CHEBI_2941"
"Quercetagetin 3,6-dimethyl ether","CHEBI_2941"
"2-(3,4-Dihydroxyphenyl)-5,7-dihydroxy-3,6-dimethoxy-4H-1-benzopyran-4-one","CHEBI_2941"
"Gossypetin 8-glucoside","CHEBI_5525"
"Luteolin 6-C-beta-D-glucopyranoside-8-C-alpha-L-arabinopyranoside","CHEBI_3421"
"Neoschaftoside","CHEBI_7513"
"7-(Methylsulfinyl)heptyl glucosinolate;Glucoibarin","CHEBI_132553"
"7-(Methylsulfinyl)heptyl glucosinolate","CHEBI_132553"
"Glucoibarin","CHEBI_132553"
"Hesperetin 7-O-glucoside","CHEBI_59015"
"Globiflorin 3B2;Guibourtinidol-(4alpha->6)-catechin","CHEBI_5570"
"Globiflorin 3B2","CHEBI_5570"
"Guibourtinidol-(4alpha->6)-catechin","CHEBI_5570"
"Brazilin","CHEBI_3170"
"Ligstroside","CHEBI_149585"
"Cantharidin","CHEBI_64213"
"(+)-Alantolactone;Alant camphor;Elecampane camphor;Eupatal;Inula camphor;Alantolactone","CHEBI_2540"
"(+)-Alantolactone","CHEBI_2540"
"Alant camphor","CHEBI_2540"
"Alantolactone","CHEBI_2540"
"Elecampane camphor","CHEBI_2540"
"Eupatal","CHEBI_2540"
"Inula camphor","CHEBI_2540"
"Ustiloxin B","CHEBI_167111"
"Ammajin;Marmesinin;(-)-Marmesinin","CHEBI_132401"
"(-)-Marmesinin","CHEBI_132401"
"Ammajin","CHEBI_132401"
"Marmesinin","CHEBI_132401"
"Decanal;n-Decanal;Capraldehyde","CHEBI_31457"
"Capraldehyde","CHEBI_31457"
"Decanal","CHEBI_31457"
"n-Decanal","CHEBI_31457"
"Dodecanol;1-Dodecanol","CHEBI_28878"
"1-Dodecanol","CHEBI_28878"
"Dodecanol","CHEBI_28878"
"Lauraldehyde","CHEBI_27836"
"Octanal;n-Octanal","CHEBI_17935"
"Octanal","CHEBI_17935"
"n-Octanal","CHEBI_17935"
"Mallotophilippen E","CHEBI_73097"
"Cubenol","CHEBI_156224"
"Hyperforin","CHEBI_5834"
"Methylcyclohexane","CHEBI_165745"
"Isomangiferin","CHEBI_80840"
"Isopropanol","CHEBI_17824"
"trans-Zeatin","CHEBI_16522"
"Neoglucobrassicin;1-Methoxy-3-indolylmethylglucosinolate","CHEBI_27506"
"1-Methoxy-3-indolylmethylglucosinolate","CHEBI_27506"
"Neoglucobrassicin","CHEBI_27506"
"5-Hydroxy-1,4-naphthoquinone;Juglone","CHEBI_15794"
"5-Hydroxy-1,4-naphthoquinone","CHEBI_15794"
"Juglone","CHEBI_15794"
"beta-Eudesmol","CHEBI_10417"
"Absinthin","CHEBI_2366"
"Benzoic acid","CHEBI_30746"
"Caulerpin","CHEBI_80923"
"Heliangine","CHEBI_5638"
"Nagilactone C","CHEBI_7453"
"Asparagusic acid","CHEBI_18091"
"Genipin","CHEBI_5298"
"Arachidonic acid;AA","CHEBI_15843"
"AA","CHEBI_15843"
"Arachidonic acid","CHEBI_15843"
"6-Methylsalicylic acid;6MSA","CHEBI_17637"
"6-Methylsalicylic acid","CHEBI_17637"
"6MSA","CHEBI_17637"
"Emodin","CHEBI_42223"
"(-)-Matairesinol;Matairesinol","CHEBI_6698"
"(-)-Matairesinol","CHEBI_6698"
"Matairesinol","CHEBI_6698"
"(-)-Menthol","CHEBI_15409"
"Bornyl acetate","CHEBI_3151"
"Ampelopsin;Dihydromyricetin;(2R,3R)-3,5,7,3',4',5'-Hexahydroxyflavanone","CHEBI_28429"
"(2R,3R)-3,5,7,3',4',5'-Hexahydroxyflavanone","CHEBI_28429"
"Ampelopsin","CHEBI_28429"
"Dihydromyricetin","CHEBI_28429"
"(-)-Epicatechin","CHEBI_90"
"epi-Gallocatechin 3-O-gallate;(-)-Epigallocatechin gallate;(2R-cis)-3,4-Dihydro-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2H-1-benzopyran-3-yl ester 3,4,5-trihydroxybenzoic acid","CHEBI_4806"
"(-)-Epigallocatechin gallate","CHEBI_4806"
"epi-Gallocatechin 3-O-gallate","CHEBI_4806"
"(2R-cis)-3,4-Dihydro-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2H-1-benzopyran-3-yl ester 3,4,5-trihydroxybenzoic acid","CHEBI_4806"
"Glabranin","CHEBI_5368"
"Liquiritigenin","CHEBI_28777"
"O-Methylodoratol","CHEBI_847"
"Narirutin","CHEBI_28705"
"Neohesperidin","CHEBI_59016"
"Poncirin;Isosakuranetin-7-O-beta-D-neohesperidoside","CHEBI_66773"
"Isosakuranetin-7-O-beta-D-neohesperidoside","CHEBI_66773"
"Poncirin","CHEBI_66773"
"Sakuranetin;5,4'-Dihydroxy-7-methoxyflavanone;Naringenin 7-O-methyl ether","CHEBI_28927"
"5,4'-Dihydroxy-7-methoxyflavanone","CHEBI_28927"
"Naringenin 7-O-methyl ether","CHEBI_28927"
"Sakuranetin","CHEBI_28927"
"Baicalin;Baicalein 7-glucuronide","CHEBI_2981"
"Baicalein 7-glucuronide","CHEBI_2981"
"Baicalin","CHEBI_2981"
"Chrysoeriol;Luteolin 3'-methyl ether","CHEBI_16514"
"Chrysoeriol","CHEBI_16514"
"Luteolin 3'-methyl ether","CHEBI_16514"
"Hinokiflavone","CHEBI_5721"
"Isoorientin;Homoorientin;Lespecapitioside;Luteolin 6-C-beta-D-glucopyranoside;2-(3,4-Dihydroxyphenyl)-6-beta-D-glucopyranosyl-5,7-dihydroxy-4H-1-benzopyran-4-one","CHEBI_17965"
"Homoorientin","CHEBI_17965"
"Isoorientin","CHEBI_17965"
"Lespecapitioside","CHEBI_17965"
"Luteolin 6-C-beta-D-glucopyranoside","CHEBI_17965"
"2-(3,4-Dihydroxyphenyl)-6-beta-D-glucopyranosyl-5,7-dihydroxy-4H-1-benzopyran-4-one","CHEBI_17965"
"Oxyayanin A","CHEBI_7854"
"beta-D-glucuronic acid","CHEBI_28860"
"beta-D-glucuronic acid","CHEBI_47953"
"beta-D-glucuronic acid","CHEBI_47952"
"Lychnose","CHEBI_27603"
"(-)-Quebrachitol","CHEBI_111"
"Acetic acid","CHEBI_15366"
"Glutaric acid","CHEBI_17859"
"Malonic acid","CHEBI_30794"
"Suberic acid","CHEBI_9300"
"Caproic acid;1-Hexanoic acid;Hexanoic acid;n-Hexanoic acid","CHEBI_30776"
"1-Hexanoic acid","CHEBI_30776"
"Caproic acid","CHEBI_30776"
"Hexanoic acid","CHEBI_30776"
"n-Hexanoic acid","CHEBI_30776"
"Myristoleic acid","CHEBI_27781"
"Diallyl sulfide","CHEBI_4489"
"Dipropyl disulfide","CHEBI_45758"
"Falcarinone","CHEBI_4973"
"Wyerone acid","CHEBI_10046"
"Chalcogran","CHEBI_3570"
"Ethyl 2-methylbut-2-enoate","CHEBI_4892"
"gamma-Nonalactone","CHEBI_10575"
"Ranunculin","CHEBI_8778"
"Tuberonic acid glucoside;12-Hydroxyjasmonic acid glucoside","CHEBI_37419"
"12-Hydroxyjasmonic acid glucoside","CHEBI_37419"
"Tuberonic acid glucoside","CHEBI_37419"
"Tuliposide B","CHEBI_9778"
"gamma-Undecalactone","CHEBI_10580"
"Uvaricin","CHEBI_9916"
"Coprine","CHEBI_3875"
"L-Homoserine","CHEBI_15699"
"5-Hydroxy-L-tryptophan","CHEBI_17780"
"5-Hydroxy-L-tryptophan","CHEBI_28171"
"L-Hypoglycin","CHEBI_6248"
"L-isoleucine","CHEBI_17191"
"L-Pipecolic acid","CHEBI_30913"
"L-Threonine","CHEBI_16857"
"p-Aminobenzoic acid","CHEBI_30753"
"Hordatine A","CHEBI_5762"
"Muscimol","CHEBI_7035"
"Putrescine","CHEBI_17148"
"Spermine","CHEBI_15746"
"Trimethylamine","CHEBI_18139"
"Linustatin","CHEBI_6483"
"Neolinustatin","CHEBI_7506"
"Proacaciberin","CHEBI_8422"
"Vicianin","CHEBI_16358"
"Glucolepidiin;Ethyl glucosinolate","CHEBI_5408"
"Ethyl glucosinolate","CHEBI_5408"
"Glucolepidiin","CHEBI_5408"
"Sinalbin","CHEBI_9151"
"Covicine","CHEBI_3867"
"Puromycin","CHEBI_17939"
"Phalloidin","CHEBI_8040"
"Acremoauxin A","CHEBI_2431"
"DIMBOA glucoside","CHEBI_37573"
"DIMBOA glucoside","CHEBI_16603"
"Miserotoxin","CHEBI_6951"
"Pyridoxine","CHEBI_16709"
"Albomaculine","CHEBI_2548"
"Amaryllisine","CHEBI_2623"
"Hippeastrine","CHEBI_5724"
"Dopaxanthin","CHEBI_4700"
"Gomphrenin-I","CHEBI_5518"
"Musca-aurin VII","CHEBI_7030"
"Aconifine","CHEBI_2429"
"Aconitine","CHEBI_2430"
"Ajaconine","CHEBI_2523"
"Bikhaconitine","CHEBI_3097"
"Cassaidine","CHEBI_3453"
"Cassaine","CHEBI_3454"
"Erythrophleguine","CHEBI_4848"
"Icaceine","CHEBI_5858"
"Affinisine","CHEBI_2503"
"(-)-Akuammicine;Akuammicine","CHEBI_70499"
"(-)-Akuammicine","CHEBI_70499"
"Akuammicine","CHEBI_70499"
"Caracurine V","CHEBI_3382"
"Echitamine","CHEBI_4751"
"Ellipticine","CHEBI_4776"
"Ergocristine","CHEBI_4821"
"Mesembrinol","CHEBI_6779"
"Physostigmine","CHEBI_27953"
"Vincamine","CHEBI_9985"
"Vincristine","CHEBI_28445"
"Alangiside","CHEBI_2538"
"Ancistrocladine;(-)-Ancistrocladine","CHEBI_2707"
"(-)-Ancistrocladine","CHEBI_2707"
"Ancistrocladine","CHEBI_2707"
"Ankorine","CHEBI_2740"
"Cepharanthine","CHEBI_3546"
"Codeine;(-)-Codeine","CHEBI_16714"
"(-)-Codeine","CHEBI_16714"
"Codeine","CHEBI_16714"
"Erysonine","CHEBI_4837"
"Erysotrine;(+)-Erysotrine","CHEBI_4838"
"(+)-Erysotrine","CHEBI_4838"
"Erysotrine","CHEBI_4838"
"Isococculidine","CHEBI_5999"
"Laudanidine;(-)-Laudanidine;Tritopin;Tritopine","CHEBI_76105"
"(-)-Laudanidine","CHEBI_76105"
"Laudanidine","CHEBI_76105"
"Tritopin","CHEBI_76105"
"Tritopine","CHEBI_76105"
"Nitidine","CHEBI_7578"
"Pronuciferine(+)-Pronuciferine;Milthanthine;N,O-Dimethylcrotonosine;N-Methylstepharine","CHEBI_42"
"Milthanthine","CHEBI_42"
"N,O-Dimethylcrotonosine","CHEBI_42"
"N-Methylstepharine","CHEBI_42"
"Pronuciferine(+)-Pronuciferine","CHEBI_42"
"Sanguinarine;Pseudochelerythrine;Sanguinarin;Sanguinarium","CHEBI_17183"
"Pseudochelerythrine","CHEBI_17183"
"Sanguinarin","CHEBI_17183"
"Sanguinarine","CHEBI_17183"
"Sanguinarium","CHEBI_17183"
"(+)-Tubocurarine","CHEBI_9774"
"(-)-Xylopine;Xylopine","CHEBI_10083"
"(-)-Xylopine","CHEBI_10083"
"Xylopine","CHEBI_10083"
"Selagine","CHEBI_9085"
"Catheduline E2","CHEBI_3471"
"Celapanine","CHEBI_3519"
"Dendrobine","CHEBI_4400"
"Gentianine","CHEBI_28981"
"Adouetine Z","CHEBI_2494"
"Canthiumine","CHEBI_3364"
"Lasiodine A","CHEBI_6383"
"Australine","CHEBI_2931"
"Carpaine","CHEBI_3433"
"2R,5R-Dihydroxymethyl-3R,4R-dihydroxy-pyrrolidine;(+)-2,5-Dideoxy-2,5-imino-D-mannitol;DMDP","CHEBI_4289"
"(+)-2,5-Dideoxy-2,5-imino-D-mannitol","CHEBI_4289"
"2R,5R-Dihydroxymethyl-3R,4R-dihydroxy-pyrrolidine","CHEBI_4289"
"DMDP","CHEBI_4289"
"Fusaric acid","CHEBI_5199"
"Clivorine","CHEBI_3748"
"Crotanecine","CHEBI_3925"
"Integerrimine","CHEBI_5935"
"Senaetnine","CHEBI_9105"
"Seneciphylline","CHEBI_9108"
"Seneciphylline","CHEBI_9109"
"Symphytine","CHEBI_9375"
"Deoxyvasicinone","CHEBI_4435"
"gamma-Fagarine;4,8-Dimethoxyfuro[2,3-b]quinoline","CHEBI_10562"
"4,8-Dimethoxyfuro[2,3-b]quinoline","CHEBI_10562"
"gamma-Fagarine","CHEBI_10562"
"Glycosminine;Glycophymine;N-Demethylarborine","CHEBI_5497"
"Glycophymine","CHEBI_5497"
"Glycosminine","CHEBI_5497"
"N-Demethylarborine","CHEBI_5497"
"N-Methylflindersine","CHEBI_7315"
"Peganine;Vasicine;(-)-Linarine;(-)-Peganine;(-)-Vasicine","CHEBI_7949"
"(-)-Linarine","CHEBI_7949"
"(-)-Peganine","CHEBI_7949"
"(-)-Vasicine","CHEBI_7949"
"Peganine","CHEBI_7949"
"Vasicine","CHEBI_7949"
"Cycloprotobuxine C","CHEBI_4029"
"Germine","CHEBI_5338"
"Protoveratrine B","CHEBI_8595"
"Protoverine","CHEBI_8596"
"Solanidine","CHEBI_28374"
"alpha-Solanine","CHEBI_9188"
"Solanocapsine","CHEBI_9189"
"Veracevine","CHEBI_9947"
"Veratramine","CHEBI_9951"
"Verticine","CHEBI_9970"
"Scopoline","CHEBI_9059"
"Tigloidine","CHEBI_9593"
"3beta-Benzoyloxytropane;Benzoylpseudotropine;Pseudotropine benzoate;Tropacocain","CHEBI_9755"
"3beta-Benzoyloxytropane","CHEBI_9755"
"Benzoylpseudotropine","CHEBI_9755"
"Pseudotropine benzoate","CHEBI_9755"
